Date,Time,Lat,SN,Lon,EW,Dep,M,MT,Region
11/29/2018,54:11.5,1.75,S,133.86,E,12,3.4,-,"Irian Jaya Region, Indonesia"
11/29/2018,46:25.1,2.87,S,128.54,E,10,3.2,-,Ceram Sea
11/29/2018,42:05.5,8.83,S,109.77,E,63,4.5,Yes,"Java, Indonesia"
11/29/2018,21:45.7,0.23,N,97.07,E,14,5.7,Yes,"Northern Sumatra, Indonesia"
11/29/2018,18:12.8,0.19,N,96.97,E,42,4.7,-,Off West Coast of Northern Sumatra
11/29/2018,13:11.1,2.98,S,119.5,E,10,4,-,"Sulawesi, Indonesia"
11/29/2018,53:37.7,0.38,S,125.25,E,10,3.4,-,Southern Molucca Sea
11/29/2018,19:48.3,1.43,S,120.18,E,10,3.5,-,"Sulawesi, Indonesia"
11/29/2018,59:16.8,7.93,S,107.27,E,14,3.1,-,"Java, Indonesia"
11/29/2018,00:19.4,8.62,S,110.78,E,10,3.4,-,"Java, Indonesia"
11/29/2018,36:59.5,2.83,S,130.04,E,17,3.8,-,"Seram, Indonesia"
11/29/2018,07:53.8,2.3,S,122.76,E,20,3.4,-,"Sulawesi, Indonesia"
11/29/2018,06:26.3,3.27,N,125.7,E,180,4.5,-,"Talaud Islands, Indonesia"
11/29/2018,12:08.6,9.09,S,124.12,E,98,4.2,-,Timor Region
11/29/2018,07:39.4,0.09,N,125.21,E,58,5,Yes,Northern Molucca Sea
11/29/2018,33:44.1,2.97,S,119.51,E,10,3,-,"Sulawesi, Indonesia"
11/29/2018,25:08.7,5.09,N,96.98,E,26,3.1,-,"Northern Sumatra, Indonesia"
11/29/2018,55:02.9,0.51,N,120.52,E,63,3.5,-,"Minahassa Peninsula, Sulawesi"
11/28/2018,03:16.6,6.72,S,129.94,E,209,4.5,-,Banda Sea
11/28/2018,57:45.6,2.98,S,119.45,E,10,3.8,-,"Sulawesi, Indonesia"
11/28/2018,09:05.5,1.77,S,120.94,E,15,3.8,-,"Sulawesi, Indonesia"
11/28/2018,30:56.2,5.05,N,127.09,E,80,4.5,-,Philippine Islands Region
11/28/2018,15:41.1,0.84,N,125.38,E,20,4.4,-,Northern Molucca Sea
11/28/2018,39:06.0,7.8,S,106.4,E,29,3.9,-,"Java, Indonesia"
11/28/2018,08:46.5,1.46,N,99.51,E,185,4.9,-,"Northern Sumatra, Indonesia"
11/28/2018,52:02.4,8.35,S,120.35,E,162,3.5,-,"Flores Region, Indonesia"
11/28/2018,30:45.0,9.49,S,123.82,E,35,3.4,-,Timor Region
11/28/2018,54:52.3,6.84,S,129.99,E,177,4.3,-,Banda Sea
11/28/2018,35:24.4,8.13,S,116.4,E,19,3.4,-,"Sumbawa Region, Indonesia"
11/28/2018,28:23.1,0.23,S,125.1,E,31,4.2,-,Southern Molucca Sea
11/28/2018,08:38.7,2.8,S,119.51,E,10,3.2,-,"Sulawesi, Indonesia"
11/28/2018,01:39.9,1.5,S,133.75,E,10,3.8,-,"Irian Jaya Region, Indonesia"
11/28/2018,35:00.3,6.58,S,103.84,E,26,4.3,-,"Southwest of Sumatra, Indonesia"
11/28/2018,48:53.2,2.83,S,119.42,E,10,3.4,-,"Sulawesi, Indonesia"
11/28/2018,42:00.4,2.92,S,119.41,E,10,3.5,-,"Sulawesi, Indonesia"
11/28/2018,41:13.0,2.77,S,119.38,E,10,3.4,-,"Sulawesi, Indonesia"
11/28/2018,10:04.5,0.2,N,96.98,E,29,3.6,-,Off West Coast of Northern Sumatra
11/28/2018,37:03.7,9.5,S,116.52,E,47,3,-,"Sumbawa Region, Indonesia"
11/28/2018,02:24.4,2.87,S,119.42,E,10,3.4,-,"Sulawesi, Indonesia"
11/28/2018,22:40.4,0.74,N,97.46,E,15,3.3,-,"Northern Sumatra, Indonesia"
11/28/2018,58:18.9,10.74,S,120.35,E,11,3.1,-,"Sumba Region, Indonesia"
11/28/2018,47:42.8,9.01,S,123.97,E,17,3.3,-,Timor Region
11/28/2018,44:23.0,2.96,S,119.49,E,10,3.6,-,"Sulawesi, Indonesia"
11/28/2018,25:51.5,6.7,S,105.58,E,101,3.8,-,"Sunda Strait, Indonesia"
11/27/2018,40:23.3,9.2,S,124.73,E,10,3.6,-,Timor Region
11/27/2018,32:02.7,0.19,N,122.62,E,233,3.2,-,"Minahassa Peninsula, Sulawesi"
11/27/2018,20:05.5,1.75,N,98.19,E,67,3.1,-,"Northern Sumatra, Indonesia"
11/27/2018,27:48.9,4.51,N,97.85,E,10,3.2,-,"Northern Sumatra, Indonesia"
11/27/2018,44:36.7,2.92,S,119.53,E,10,3.5,-,"Sulawesi, Indonesia"
11/27/2018,23:35.5,2.89,S,119.51,E,10,3.4,-,"Sulawesi, Indonesia"
11/27/2018,14:50.9,0.11,N,119.59,E,10,3.9,-,"Minahassa Peninsula, Sulawesi"
11/27/2018,35:06.9,8.32,S,119.78,E,168,3.1,-,"Flores Region, Indonesia"
11/27/2018,11:29.7,2.84,S,119.48,E,10,3.2,-,"Sulawesi, Indonesia"
11/27/2018,11:28.6,2.74,S,119.45,E,10,3.2,-,"Sulawesi, Indonesia"
11/27/2018,17:32.6,5.68,S,102.87,E,10,3.2,-,"Southern Sumatra, Indonesia"
11/26/2018,21:15.2,2.94,S,119.47,E,10,4,-,"Sulawesi, Indonesia"
11/26/2018,00:27.2,2.79,N,128.47,E,213,4.9,-,"Halmahera, Indonesia"
11/26/2018,39:11.2,0.15,S,124.36,E,70,4.1,-,Southern Molucca Sea
11/26/2018,23:49.5,3.85,S,129.8,E,19,4.7,-,"Seram, Indonesia"
11/26/2018,26:41.5,2.22,S,120.41,E,10,3.6,-,"Sulawesi, Indonesia"
11/26/2018,06:20.0,2.6,N,94.34,E,10,4.9,-,Off West Coast of Northern Sumatra
11/26/2018,37:22.0,9.44,S,114.67,E,24,3.5,-,"South of Bali, Indonesia"
11/26/2018,36:21.3,9.21,S,118.21,E,10,3.7,-,"Sumbawa Region, Indonesia"
11/26/2018,46:13.5,8.22,S,116.5,E,10,3.5,-,"Sumbawa Region, Indonesia"
11/26/2018,07:30.2,1.4,S,119.86,E,10,3.3,-,"Sulawesi, Indonesia"
11/26/2018,04:25.1,10.66,S,124.26,E,10,3,-,Timor Region
11/26/2018,29:18.2,4.16,S,102.45,E,81,3.8,-,"Southern Sumatra, Indonesia"
11/26/2018,07:38.3,2.86,S,119.52,E,10,3.1,-,"Sulawesi, Indonesia"
11/26/2018,06:02.5,2.01,S,121.21,E,10,3.2,-,"Sulawesi, Indonesia"
11/26/2018,33:03.9,2.82,S,119.45,E,10,3,-,"Sulawesi, Indonesia"
11/26/2018,27:09.9,3.62,S,140.55,E,10,4.4,-,"Irian Jaya, Indonesia"
11/26/2018,12:30.5,7.42,S,123.2,E,10,3.7,-,Banda Sea
11/26/2018,35:46.2,2.88,S,119.54,E,10,3.4,-,"Sulawesi, Indonesia"
11/26/2018,33:35.5,2.75,S,119.48,E,10,3.1,-,"Sulawesi, Indonesia"
11/26/2018,13:34.8,1.87,N,126.68,E,10,3.6,-,Northern Molucca Sea
11/26/2018,37:25.1,7.38,S,114.4,E,11,4,-,Bali Sea
11/26/2018,37:13.2,2.8,S,119.44,E,10,3.2,-,"Sulawesi, Indonesia"
11/26/2018,17:43.9,2.28,S,121.38,E,10,3.2,-,"Sulawesi, Indonesia"
11/26/2018,12:26.5,0.5,S,122.89,E,49,3,-,"Minahassa Peninsula, Sulawesi"
11/25/2018,19:40.7,1.99,S,121.2,E,16,3.2,-,"Sulawesi, Indonesia"
11/25/2018,49:35.4,1.23,S,120.37,E,10,3.5,-,"Sulawesi, Indonesia"
11/25/2018,43:34.5,9.64,S,119.48,E,35,3.1,-,"Sumba Region, Indonesia"
11/25/2018,24:17.4,8.46,S,109.62,E,26,3.7,-,"Java, Indonesia"
11/25/2018,22:32.4,2.79,S,119.44,E,10,3.2,-,"Sulawesi, Indonesia"
11/25/2018,04:59.1,1.26,N,125.45,E,25,3.3,-,Northern Molucca Sea
11/25/2018,54:55.6,4.81,S,128.18,E,303,3.5,-,Banda Sea
11/25/2018,55:52.6,3,S,119.42,E,10,4.1,-,"Sulawesi, Indonesia"
11/25/2018,51:03.3,1.46,N,127.19,E,81,3.2,-,"Halmahera, Indonesia"
11/25/2018,35:02.0,4.23,S,128.56,E,196,3.2,-,Banda Sea
11/25/2018,25:07.1,1.74,N,96.88,E,28,3.3,-,Off West Coast of Northern Sumatra
11/25/2018,22:12.9,6.99,S,129.46,E,22,4.3,-,Banda Sea
11/25/2018,11:41.7,2.96,S,119.44,E,10,3.2,-,"Sulawesi, Indonesia"
11/25/2018,58:35.1,7.16,S,130.97,E,97,4.3,-,"Tanimbar Islands Reg., Indonesia"
11/25/2018,36:36.6,2.98,S,119.42,E,10,4.3,-,"Sulawesi, Indonesia"
11/25/2018,16:37.8,0.61,S,121.97,E,10,4,-,"Minahassa Peninsula, Sulawesi"
11/25/2018,32:14.0,9.08,S,109.93,E,20,4.2,-,"South of Java, Indonesia"
11/25/2018,22:46.2,2.9,S,119.49,E,10,3.2,-,"Sulawesi, Indonesia"
11/25/2018,08:06.6,9.88,S,119.23,E,10,3.6,-,"Sumba Region, Indonesia"
11/25/2018,50:22.0,1.25,N,121.23,E,16,3.1,-,"Minahassa Peninsula, Sulawesi"
11/25/2018,31:56.2,1.14,N,96.7,E,207,3.4,-,Off West Coast of Northern Sumatra
11/25/2018,30:31.9,9.42,S,116.58,E,63,4,-,"Sumbawa Region, Indonesia"
11/25/2018,33:41.5,6.7,S,104.59,E,17,3.7,-,"Sunda Strait, Indonesia"
11/25/2018,19:31.2,7.42,S,123.22,E,10,4,-,Banda Sea
11/25/2018,01:31.1,0.32,N,120.61,E,91,3.8,-,"Minahassa Peninsula, Sulawesi"
11/25/2018,59:19.1,1.64,S,120.12,E,10,3.5,-,"Sulawesi, Indonesia"
11/25/2018,56:20.2,3.03,S,119.46,E,10,3.8,-,"Sulawesi, Indonesia"
11/25/2018,40:52.0,6.62,S,130.43,E,125,5,Yes,Banda Sea
11/25/2018,56:53.8,5.82,S,103.43,E,22,4.2,-,"Southern Sumatra, Indonesia"
11/25/2018,32:03.4,9.76,S,118.91,E,31,3.3,-,"Sumbawa Region, Indonesia"
11/25/2018,24:23.6,8.6,S,118.54,E,121,3.4,-,"Sumbawa Region, Indonesia"
11/25/2018,17:52.6,2.89,S,119.46,E,10,3.2,-,"Sulawesi, Indonesia"
11/25/2018,58:35.2,8.48,S,116.94,E,10,3.2,-,"Sumbawa Region, Indonesia"
11/25/2018,39:52.1,8.39,S,119.56,E,162,3.5,-,"Flores Region, Indonesia"
11/25/2018,06:19.5,2.9,S,119.45,E,10,3.3,-,"Sulawesi, Indonesia"
11/24/2018,59:46.9,8.15,S,124.03,E,168,3.7,-,Timor Region
11/24/2018,36:29.6,3.25,N,125.37,E,164,4.2,-,"Talaud Islands, Indonesia"
11/24/2018,54:17.8,2.37,S,120.82,E,10,3.3,-,"Sulawesi, Indonesia"
11/24/2018,38:56.8,1.34,S,120.6,E,10,3.9,-,"Sulawesi, Indonesia"
11/24/2018,18:55.0,7.41,S,114.39,E,10,4.4,-,Bali Sea
11/24/2018,03:56.7,6.23,S,130.13,E,151,4.2,-,Banda Sea
11/24/2018,41:54.4,1.78,N,127.54,E,156,4.5,-,"Halmahera, Indonesia"
11/24/2018,39:27.2,1.58,S,120.08,E,10,3.2,-,"Sulawesi, Indonesia"
11/24/2018,23:41.7,0.73,S,119.85,E,16,3.2,-,"Minahassa Peninsula, Sulawesi"
11/24/2018,10:35.7,0.18,N,98.48,E,15,3.1,-,"Northern Sumatra, Indonesia"
11/24/2018,19:04.8,4.73,N,96.08,E,23,3.3,-,"Northern Sumatra, Indonesia"
11/24/2018,09:23.5,9.29,S,120.29,E,30,3.8,-,"Sumba Region, Indonesia"
11/24/2018,27:27.4,0.38,S,131.54,E,12,4.6,-,"Irian Jaya Region, Indonesia"
11/24/2018,54:02.3,5.24,S,102.44,E,59,3.1,-,"Southern Sumatra, Indonesia"
11/24/2018,41:28.7,8.36,S,121.61,E,84,4,-,"Flores Region, Indonesia"
11/24/2018,07:24.9,6.44,S,103.72,E,23,4,-,"Southwest of Sumatra, Indonesia"
11/23/2018,53:12.5,3.5,S,101.98,E,56,3.5,-,"Southern Sumatra, Indonesia"
11/23/2018,48:51.8,0.77,S,124.54,E,32,4.4,-,Southern Molucca Sea
11/23/2018,43:08.0,2.9,S,119.47,E,10,3.2,-,"Sulawesi, Indonesia"
11/23/2018,30:36.1,9.6,S,115.09,E,28,3.9,-,"South of Bali, Indonesia"
11/23/2018,41:14.3,1.49,S,119.42,E,10,4.6,-,"Sulawesi, Indonesia"
11/23/2018,27:08.4,9.83,S,120.78,E,12,3.7,-,"Sumba Region, Indonesia"
11/23/2018,08:16.5,8.54,S,125,E,39,3.3,-,Timor Region
11/23/2018,41:43.2,8.03,S,117.81,E,21,3.9,-,"Sumbawa Region, Indonesia"
11/23/2018,01:40.3,6.82,S,130.56,E,162,4.1,-,Banda Sea
11/23/2018,44:23.7,8.18,S,116.22,E,10,3.3,-,"Sumbawa Region, Indonesia"
11/23/2018,00:12.6,3.31,N,125.08,E,21,4.7,-,"Talaud Islands, Indonesia"
11/23/2018,15:11.8,2.99,S,119.46,E,10,3.3,-,"Sulawesi, Indonesia"
11/23/2018,15:23.2,1.2,S,123.72,E,11,4.2,-,"Sulawesi, Indonesia"
11/23/2018,13:18.9,2.94,S,119.44,E,10,3.4,-,"Sulawesi, Indonesia"
11/23/2018,09:02.4,8.07,S,119.92,E,152,3.5,-,"Flores Region, Indonesia"
11/23/2018,08:08.4,0.88,S,119.79,E,10,3.2,-,"Minahassa Peninsula, Sulawesi"
11/23/2018,03:05.8,2.93,S,119.5,E,10,3.7,-,"Sulawesi, Indonesia"
11/23/2018,46:20.7,2.74,S,119.45,E,10,3.2,-,"Sulawesi, Indonesia"
11/23/2018,02:31.2,2.77,S,129.5,E,10,3.7,-,"Seram, Indonesia"
11/23/2018,36:41.7,7.48,S,123.34,E,16,3.5,-,Banda Sea
11/23/2018,45:56.3,6.46,S,130.32,E,147,4.6,-,Banda Sea
11/23/2018,38:36.4,8.21,S,120.13,E,163,3.6,-,"Flores Region, Indonesia"
11/23/2018,37:12.0,10.38,S,109.41,E,97,3.7,-,"South of Java, Indonesia"
11/22/2018,38:56.4,10.89,S,124.08,E,22,3.7,-,Timor Region
11/22/2018,38:46.1,4.94,S,103.08,E,30,3.7,-,"Southern Sumatra, Indonesia"
11/22/2018,09:26.2,8.08,S,117.7,E,10,3.4,-,"Sumbawa Region, Indonesia"
11/22/2018,50:03.4,3.17,N,124.63,E,294,4.3,-,Celebes Sea
11/22/2018,05:26.3,3.01,S,119.45,E,10,3.3,-,"Sulawesi, Indonesia"
11/22/2018,58:42.0,5.02,S,128.29,E,323,4,-,Banda Sea
11/22/2018,57:43.6,2.97,N,125.13,E,151,3.2,-,"Talaud Islands, Indonesia"
11/22/2018,54:41.0,2.02,N,126.59,E,18,3.3,-,Northern Molucca Sea
11/22/2018,44:16.3,0.65,S,122.49,E,10,3,-,"Minahassa Peninsula, Sulawesi"
11/22/2018,41:11.1,0.1,S,123.1,E,163,3.2,-,"Minahassa Peninsula, Sulawesi"
11/22/2018,28:28.9,0.43,N,126.58,E,29,3.6,-,Northern Molucca Sea
11/22/2018,24:25.5,0.63,S,122.48,E,10,3.6,-,"Minahassa Peninsula, Sulawesi"
11/22/2018,52:28.4,0.3,N,122,E,170,3.3,-,"Minahassa Peninsula, Sulawesi"
11/22/2018,21:24.3,3.02,S,119.47,E,10,3.3,-,"Sulawesi, Indonesia"
11/22/2018,44:23.2,2.95,S,119.51,E,10,3,-,"Sulawesi, Indonesia"
11/22/2018,05:46.6,2.9,S,119.44,E,10,3.1,-,"Sulawesi, Indonesia"
11/22/2018,15:27.4,1.38,S,126.27,E,27,3.7,-,Southern Molucca Sea
11/22/2018,05:50.1,8.06,S,107.86,E,24,3.7,-,"Java, Indonesia"
11/22/2018,53:19.2,7.42,S,123.28,E,10,3.9,-,Banda Sea
11/22/2018,22:09.6,0.97,N,126.94,E,15,3.6,-,Northern Molucca Sea
11/22/2018,58:51.0,7.87,S,118.55,E,20,3.2,-,Flores Sea
11/22/2018,12:32.5,1.57,S,120.04,E,10,3.8,-,"Sulawesi, Indonesia"
11/22/2018,31:13.7,0.18,S,125.05,E,20,4.2,-,Southern Molucca Sea
11/22/2018,28:48.2,8.22,S,116.29,E,10,3.1,-,"Sumbawa Region, Indonesia"
11/22/2018,32:53.9,2.85,S,119.51,E,10,3.1,-,"Sulawesi, Indonesia"
11/22/2018,17:26.3,0.4,N,125.46,E,10,4.1,-,Northern Molucca Sea
11/22/2018,54:28.7,2.75,S,119.52,E,10,3.1,-,"Sulawesi, Indonesia"
11/22/2018,21:15.1,2.89,S,119.51,E,10,3.2,-,"Sulawesi, Indonesia"
11/22/2018,55:04.7,2.19,S,120.46,E,10,3.3,-,"Sulawesi, Indonesia"
11/22/2018,24:19.4,2.76,S,119.5,E,12,3,-,"Sulawesi, Indonesia"
11/21/2018,27:20.2,2.31,N,96.16,E,16,4.2,-,"Northern Sumatra, Indonesia"
11/21/2018,22:06.0,2.93,S,119.5,E,10,3.1,-,"Sulawesi, Indonesia"
11/21/2018,17:02.2,0.83,N,122.31,E,61,3.2,-,"Minahassa Peninsula, Sulawesi"
11/21/2018,10:30.1,2.51,N,95.74,E,19,4.2,-,Off West Coast of Northern Sumatra
11/21/2018,00:47.6,7.89,S,123.02,E,71,3.4,-,Banda Sea
11/21/2018,14:14.0,9.69,S,114.2,E,10,3.4,-,"South of Bali, Indonesia"
11/21/2018,38:55.2,2.92,S,119.45,E,10,3.4,-,"Sulawesi, Indonesia"
11/21/2018,21:49.9,2.77,S,119.42,E,10,3,-,"Sulawesi, Indonesia"
11/21/2018,06:54.3,7.48,S,128.73,E,206,4.5,-,Banda Sea
11/21/2018,15:34.9,2.94,S,119.51,E,10,3.1,-,"Sulawesi, Indonesia"
11/21/2018,59:05.4,2.94,S,119.51,E,10,3.1,-,"Sulawesi, Indonesia"
11/21/2018,37:03.0,8.36,S,118.85,E,153,4,-,"Sumbawa Region, Indonesia"
11/21/2018,18:11.9,2.96,S,119.49,E,10,3.3,-,"Sulawesi, Indonesia"
11/21/2018,12:56.9,10.51,S,110.86,E,10,4.3,-,"South of Java, Indonesia"
11/21/2018,49:35.2,4.94,N,94.7,E,46,5,Yes,Off West Coast of Northern Sumatra
11/21/2018,42:28.9,5.08,S,102.92,E,20,4.8,-,"Southern Sumatra, Indonesia"
11/21/2018,38:42.0,2.35,N,96.12,E,16,4.5,-,"Northern Sumatra, Indonesia"
11/21/2018,39:21.1,2.98,S,119.55,E,14,3.1,-,"Sulawesi, Indonesia"
11/21/2018,51:46.8,2.44,S,139.82,E,10,4.5,-,Near North Coast of Irian Jaya
11/21/2018,46:04.8,2.85,S,119.52,E,11,3.4,-,"Sulawesi, Indonesia"
11/21/2018,32:10.1,3.39,S,128.8,E,10,3.3,-,"Seram, Indonesia"
11/21/2018,25:55.2,7.04,S,126.99,E,421,4.8,-,Banda Sea
11/21/2018,58:56.4,2.78,S,119.39,E,13,3.5,-,"Sulawesi, Indonesia"
11/21/2018,34:10.7,2.82,S,119.51,E,13,3.3,-,"Sulawesi, Indonesia"
11/21/2018,39:15.1,0.84,N,125.38,E,28,4.9,-,Northern Molucca Sea
11/21/2018,32:56.5,3.73,N,97.05,E,92,4.6,-,"Northern Sumatra, Indonesia"
11/21/2018,31:25.1,0.54,N,126.01,E,10,5.2,Yes,Northern Molucca Sea
11/21/2018,49:37.3,8.11,S,116.41,E,20,3.1,-,"Sumbawa Region, Indonesia"
11/21/2018,02:43.6,2.51,S,119.37,E,20,3.5,-,"Sulawesi, Indonesia"
11/21/2018,49:19.5,8.78,S,112.42,E,116,3.1,-,"Java, Indonesia"
11/20/2018,19:45.9,3.28,N,128.05,E,10,4.6,-,"North of Halmahera, Indonesia"
11/20/2018,13:19.3,2.9,S,119.49,E,10,3.1,-,"Sulawesi, Indonesia"
11/20/2018,38:16.0,3.76,N,126.78,E,10,4.5,-,"Talaud Islands, Indonesia"
11/20/2018,43:16.1,2.84,S,121.71,E,73,3.8,-,"Sulawesi, Indonesia"
11/20/2018,34:05.1,2.93,S,119.48,E,10,3.5,-,"Sulawesi, Indonesia"
11/20/2018,30:39.1,2.9,S,119.47,E,10,3.5,-,"Sulawesi, Indonesia"
11/20/2018,20:16.1,2.88,S,119.52,E,10,3.4,-,"Sulawesi, Indonesia"
11/20/2018,29:18.1,0.19,S,129.35,E,55,3.5,-,"Halmahera, Indonesia"
11/20/2018,24:41.6,0.1,S,129.37,E,109,3.9,-,"Halmahera, Indonesia"
11/20/2018,13:35.0,2.89,S,119.5,E,10,3.8,-,"Sulawesi, Indonesia"
11/20/2018,57:07.3,10.42,S,120.17,E,12,4.4,-,"Sumba Region, Indonesia"
11/20/2018,32:59.6,2.79,S,119.49,E,15,3.2,-,"Sulawesi, Indonesia"
11/20/2018,24:50.3,2.83,S,119.51,E,10,3.3,-,"Sulawesi, Indonesia"
11/20/2018,52:49.6,2.77,S,119.42,E,10,3.2,-,"Sulawesi, Indonesia"
11/20/2018,54:22.1,2.96,S,119.45,E,10,4.4,-,"Sulawesi, Indonesia"
11/20/2018,36:30.9,1.33,S,120.44,E,10,4,-,"Sulawesi, Indonesia"
11/20/2018,29:02.7,2.85,N,126.98,E,42,5.2,Yes,Northern Molucca Sea
11/20/2018,07:49.3,2.83,S,119.53,E,10,3.1,-,"Sulawesi, Indonesia"
11/20/2018,38:15.7,2.93,S,119.54,E,10,4.4,-,"Sulawesi, Indonesia"
11/20/2018,10:30.5,3.22,S,139.8,E,10,3.1,-,"Irian Jaya, Indonesia"
11/19/2018,25:01.6,2.77,S,119.41,E,10,3,-,"Sulawesi, Indonesia"
11/19/2018,35:37.1,2.98,S,119.53,E,10,3.7,-,"Sulawesi, Indonesia"
11/19/2018,21:58.2,2.96,S,119.51,E,10,3.1,-,"Sulawesi, Indonesia"
11/19/2018,14:16.3,8.62,S,116.9,E,10,3.4,-,"Sumbawa Region, Indonesia"
11/19/2018,33:18.9,2.95,S,119.53,E,10,3.1,-,"Sulawesi, Indonesia"
11/19/2018,06:43.9,0.55,N,124.01,E,194,4,-,"Minahassa Peninsula, Sulawesi"
11/19/2018,36:30.1,2.93,S,119.54,E,10,3,-,"Sulawesi, Indonesia"
11/19/2018,07:21.9,9.72,S,115.3,E,10,3.4,-,"South of Bali, Indonesia"
11/19/2018,57:06.5,8.67,S,118.34,E,123,3.8,-,"Sumbawa Region, Indonesia"
11/19/2018,56:58.6,1.15,N,97.04,E,20,3.1,-,"Northern Sumatra, Indonesia"
11/19/2018,46:34.2,2.94,S,119.51,E,10,3.1,-,"Sulawesi, Indonesia"
11/19/2018,32:24.8,9.03,S,119.03,E,88,3.4,-,"Sumba Region, Indonesia"
11/19/2018,25:27.0,0.05,S,120.49,E,26,3.8,-,"Minahassa Peninsula, Sulawesi"
11/19/2018,36:31.8,2.92,S,119.52,E,10,3.4,-,"Sulawesi, Indonesia"
11/19/2018,28:23.2,7.61,S,128.13,E,136,4.1,-,Banda Sea
11/19/2018,39:30.6,2.38,S,121.22,E,10,3.9,-,"Sulawesi, Indonesia"
11/19/2018,34:31.4,8.75,S,114.96,E,103,3.5,-,"Bali Region, Indonesia"
11/19/2018,10:03.7,0.18,S,122.91,E,77,3.4,-,"Minahassa Peninsula, Sulawesi"
11/19/2018,33:54.6,6.5,S,130.52,E,144,4.5,-,Banda Sea
11/19/2018,00:41.4,1.44,S,119.86,E,10,3.4,-,"Sulawesi, Indonesia"
11/19/2018,23:23.6,2.97,S,119.51,E,10,4.1,-,"Sulawesi, Indonesia"
11/19/2018,21:33.4,2.78,S,119.46,E,10,3.1,-,"Sulawesi, Indonesia"
11/19/2018,10:38.2,1.2,S,137.88,E,61,4.4,-,Near North Coast of Irian Jaya
11/19/2018,10:03.0,1.31,N,122.9,E,166,3.9,-,"Minahassa Peninsula, Sulawesi"
11/19/2018,51:05.0,2.74,S,119.96,E,57,3.3,-,"Sulawesi, Indonesia"
11/19/2018,50:42.9,2.48,S,120.93,E,10,3.9,-,"Sulawesi, Indonesia"
11/18/2018,12:17.1,2.84,S,119.51,E,10,3.2,-,"Sulawesi, Indonesia"
11/18/2018,50:50.9,1.22,S,120.43,E,10,3.3,-,"Sulawesi, Indonesia"
11/18/2018,32:50.4,2.98,S,119.53,E,10,3.5,-,"Sulawesi, Indonesia"
11/18/2018,55:41.0,9.72,S,123.23,E,57,4.9,-,Timor Region
11/18/2018,18:04.6,0.66,S,119.88,E,10,4,-,"Minahassa Peninsula, Sulawesi"
11/18/2018,15:24.9,2.96,S,119.51,E,10,3.3,-,"Sulawesi, Indonesia"
11/18/2018,24:22.8,5.52,S,127.8,E,10,4.1,-,Banda Sea
11/18/2018,24:21.7,9.16,S,114.06,E,27,3.7,-,"South of Bali, Indonesia"
11/18/2018,22:42.3,2.95,S,119.47,E,11,4.8,-,"Sulawesi, Indonesia"
11/18/2018,44:18.5,7.89,S,117.94,E,236,4.1,-,Bali Sea
11/18/2018,13:19.3,8.36,S,116.19,E,19,3.1,-,"Sumbawa Region, Indonesia"
11/18/2018,17:04.2,0.96,N,98.43,E,10,3.5,-,"Northern Sumatra, Indonesia"
11/18/2018,45:49.8,8.68,S,112.52,E,35,3,-,"Java, Indonesia"
11/18/2018,27:19.8,0.36,N,124.41,E,13,3.1,-,"Minahassa Peninsula, Sulawesi"
11/18/2018,42:08.2,0.38,N,122.19,E,18,3.3,-,"Minahassa Peninsula, Sulawesi"
11/18/2018,05:24.1,2.96,S,119.51,E,10,3.1,-,"Sulawesi, Indonesia"
11/18/2018,55:53.7,7.44,S,106.18,E,36,3.5,-,"Java, Indonesia"
11/18/2018,09:12.8,2.7,S,119.42,E,10,3.2,-,"Sulawesi, Indonesia"
11/18/2018,58:02.6,6.53,S,103.49,E,49,4.9,-,"Southwest of Sumatra, Indonesia"
11/18/2018,55:47.2,8.29,S,116.61,E,10,3.4,-,"Sumbawa Region, Indonesia"
11/18/2018,25:30.4,2.89,S,119.46,E,10,3.3,-,"Sulawesi, Indonesia"
11/17/2018,19:23.3,2.93,S,119.45,E,10,3.1,-,"Sulawesi, Indonesia"
11/17/2018,46:15.4,0.16,S,119.85,E,10,4,-,"Minahassa Peninsula, Sulawesi"
11/17/2018,31:42.1,2.97,S,119.48,E,10,3.1,-,"Sulawesi, Indonesia"
11/17/2018,05:07.1,2.78,N,127.1,E,10,3.6,-,Northern Molucca Sea
11/17/2018,23:03.0,10.39,S,120.24,E,18,3.5,-,"Sumba Region, Indonesia"
11/17/2018,19:48.8,10.39,S,120.25,E,18,3.1,-,"Sumba Region, Indonesia"
11/17/2018,09:27.3,5.71,S,101.39,E,25,3.9,-,"Southwest of Sumatra, Indonesia"
11/17/2018,01:18.6,9.89,S,120.98,E,24,3.5,-,"Sumba Region, Indonesia"
11/17/2018,00:12.3,2.92,S,119.47,E,10,3.5,-,"Sulawesi, Indonesia"
11/17/2018,31:25.6,9.33,S,114.03,E,13,3.4,-,"South of Bali, Indonesia"
11/17/2018,36:19.2,9.27,S,125.89,E,19,3.6,-,Timor Region
11/17/2018,31:33.4,2.45,S,120.93,E,10,3.4,-,"Sulawesi, Indonesia"
11/17/2018,09:25.4,2.92,S,119.49,E,10,3.3,-,"Sulawesi, Indonesia"
11/17/2018,12:12.7,1.35,S,100.17,E,63,3.2,-,"Southern Sumatra, Indonesia"
11/17/2018,01:33.3,2.95,S,119.49,E,10,3.4,-,"Sulawesi, Indonesia"
11/17/2018,41:48.2,0.87,N,98.58,E,87,4.9,Yes,"Northern Sumatra, Indonesia"
