Date,Time,Lat,SN,Lon,EW,Dep,M,MT,Region
8/9/2018,00:06.9,3.38,S,128.7,E,10,3.1,-,"Seram, Indonesia"
8/9/2018,35:25.4,8.19,S,116.2,E,11,3.7,-,"Sumbawa Region, Indonesia"
8/9/2018,06:22.7,0.18,N,122.34,E,134,3.1,-,"Minahassa Peninsula, Sulawesi"
8/9/2018,36:15.2,7.55,S,107.44,E,89,3.7,-,"Java, Indonesia"
8/9/2018,27:10.4,8.08,S,116.46,E,16,3.9,-,"Sumbawa Region, Indonesia"
8/9/2018,20:35.7,7.77,S,126.26,E,312,3.8,-,Banda Sea
8/9/2018,14:15.5,0.69,S,127.64,E,10,3.5,-,"Halmahera, Indonesia"
8/9/2018,13:47.5,8.51,S,116.13,E,18,3.1,-,"Sumbawa Region, Indonesia"
8/9/2018,25:23.0,8.37,S,116.22,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/9/2018,52:48.2,0.4,S,122.91,E,47,4.2,-,"Minahassa Peninsula, Sulawesi"
8/9/2018,52:47.2,0.42,S,122.95,E,55,4.1,-,"Minahassa Peninsula, Sulawesi"
8/9/2018,12:56.3,2.18,N,121.22,E,10,3.2,-,Celebes Sea
8/9/2018,00:18.9,8.7,S,116.03,E,11,3,-,"Sumbawa Region, Indonesia"
8/9/2018,06:54.8,8.27,S,116.5,E,10,3.6,-,"Sumbawa Region, Indonesia"
8/9/2018,05:01.4,8.35,S,116.15,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/9/2018,29:20.5,8.28,S,116.07,E,10,3.9,-,"Sumbawa Region, Indonesia"
8/9/2018,17:36.4,8.19,S,116.38,E,35,3.9,-,"Sumbawa Region, Indonesia"
8/9/2018,53:01.4,0.65,S,121.53,E,10,4.3,-,"Minahassa Peninsula, Sulawesi"
8/9/2018,54:19.4,8.05,S,107.76,E,30,3,-,"Java, Indonesia"
8/9/2018,33:57.4,8.23,S,116.25,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/9/2018,09:40.9,9.6,S,118.61,E,32,3.7,-,"Sumbawa Region, Indonesia"
8/9/2018,50:39.4,8.26,S,116.15,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/9/2018,39:59.6,8.25,S,116.24,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/9/2018,25:32.6,8.44,S,116.21,E,14,5.8,Yes,"Sumbawa Region, Indonesia"
8/9/2018,27:13.2,8.53,S,116.14,E,20,3.6,-,"Sumbawa Region, Indonesia"
8/9/2018,14:48.4,8.59,S,116.12,E,15,3,-,"Sumbawa Region, Indonesia"
8/9/2018,56:31.7,8.34,S,116.07,E,12,3,-,"Sumbawa Region, Indonesia"
8/9/2018,42:53.5,8.57,S,116.1,E,10,3,-,"Sumbawa Region, Indonesia"
8/9/2018,49:21.8,7.84,S,123.33,E,259,3.7,-,Banda Sea
8/8/2018,45:48.9,0.8,N,123.86,E,255,4.1,-,"Minahassa Peninsula, Sulawesi"
8/8/2018,58:40.7,8.59,S,116.86,E,10,3.6,-,"Sumbawa Region, Indonesia"
8/8/2018,21:29.8,8.82,S,112.47,E,32,4,-,"Java, Indonesia"
8/8/2018,20:09.9,8.45,S,116.14,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/8/2018,08:06.8,8.01,S,116.53,E,10,3.5,-,"Sumbawa Region, Indonesia"
8/8/2018,35:56.6,8.6,S,116.7,E,61,4.1,-,"Sumbawa Region, Indonesia"
8/8/2018,15:51.2,8.61,S,116.77,E,70,3.4,-,"Sumbawa Region, Indonesia"
8/8/2018,40:37.1,7.72,S,107.34,E,34,3.1,-,"Java, Indonesia"
8/8/2018,12:05.2,9.23,S,116.36,E,10,3.2,-,"Sumbawa Region, Indonesia"
8/8/2018,00:49.6,8,S,116.56,E,14,3.7,-,Bali Sea
8/8/2018,33:21.1,8.15,S,116.21,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/8/2018,45:41.5,8.47,S,116.11,E,10,3,-,"Sumbawa Region, Indonesia"
8/8/2018,34:46.4,8.51,S,116.15,E,12,3.4,-,"Sumbawa Region, Indonesia"
8/8/2018,33:18.8,2.48,N,128.17,E,10,4,-,"Halmahera, Indonesia"
8/8/2018,08:33.1,8.46,S,116.08,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/8/2018,06:51.9,1.47,S,99.57,E,10,3,-,"Southern Sumatra, Indonesia"
8/8/2018,41:31.7,8.29,S,116.14,E,10,3.8,-,"Sumbawa Region, Indonesia"
8/8/2018,30:07.8,8.72,S,116.5,E,20,3.4,-,"Sumbawa Region, Indonesia"
8/8/2018,03:30.7,8.05,S,116.41,E,10,3.6,-,"Sumbawa Region, Indonesia"
8/8/2018,11:40.9,8.56,S,116.35,E,11,3.1,-,"Sumbawa Region, Indonesia"
8/8/2018,44:09.4,9.01,S,116.21,E,10,3.2,-,"Sumbawa Region, Indonesia"
8/8/2018,41:54.4,7.96,S,116.43,E,10,3.2,-,Bali Sea
8/8/2018,01:38.4,8.27,S,116.07,E,10,3,-,"Sumbawa Region, Indonesia"
8/8/2018,58:10.6,8.21,S,116.3,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/8/2018,01:44.2,0.56,N,100.09,E,157,3.5,-,"Northern Sumatra, Indonesia"
8/8/2018,34:28.7,8.75,S,116.05,E,17,3.1,-,"Sumbawa Region, Indonesia"
8/8/2018,09:24.4,8.93,S,112.44,E,61,5.2,Yes,"Java, Indonesia"
8/8/2018,55:38.6,8.16,S,116.32,E,10,3,-,"Sumbawa Region, Indonesia"
8/8/2018,48:02.2,8.72,S,116,E,10,3,-,"Sumbawa Region, Indonesia"
8/8/2018,03:07.4,8.52,S,112.63,E,10,3.1,-,"Java, Indonesia"
8/8/2018,36:07.2,5.79,N,125.98,E,141,5.3,-,"Mindanao, Philippines"
8/8/2018,06:04.0,9.37,S,110.43,E,10,3.7,-,"South of Java, Indonesia"
8/8/2018,10:54.5,8.31,S,116.16,E,13,4.6,-,"Sumbawa Region, Indonesia"
8/8/2018,51:01.0,8.73,S,116.08,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/8/2018,59:34.0,8.51,S,116.53,E,11,3.1,-,"Sumbawa Region, Indonesia"
8/8/2018,50:04.7,8.21,S,116.09,E,12,4,-,"Sumbawa Region, Indonesia"
8/8/2018,47:50.8,3.65,S,135.55,E,120,3.7,-,"Irian Jaya Region, Indonesia"
8/7/2018,38:31.6,8.62,S,116.05,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/7/2018,02:28.0,8.42,S,116.16,E,11,3.1,-,"Sumbawa Region, Indonesia"
8/7/2018,54:37.6,9.33,S,110.36,E,10,3.5,-,"South of Java, Indonesia"
8/7/2018,35:26.0,8.46,S,116.08,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/7/2018,13:24.2,9.06,S,116.52,E,10,3,-,"Sumbawa Region, Indonesia"
8/7/2018,53:46.9,8.27,S,116.17,E,14,3.2,-,"Sumbawa Region, Indonesia"
8/7/2018,29:36.6,8.35,S,116.06,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/7/2018,52:08.5,8.5,S,116.09,E,10,3,-,"Sumbawa Region, Indonesia"
8/7/2018,32:59.1,2.3,N,124.4,E,287,3.4,-,Celebes Sea
8/7/2018,13:45.8,8.91,S,106.6,E,14,5.2,-,"South of Java, Indonesia"
8/7/2018,00:26.5,9.03,S,115.95,E,29,3.2,-,"South of Bali, Indonesia"
8/7/2018,53:04.3,8.95,S,116.05,E,31,3,-,"Sumbawa Region, Indonesia"
8/7/2018,02:28.5,10.76,S,112.31,E,65,4.4,-,"South of Java, Indonesia"
8/7/2018,26:47.7,7,S,102.49,E,10,3.9,-,"Southwest of Sumatra, Indonesia"
8/7/2018,08:47.0,8.72,S,115.95,E,18,3.4,-,"Bali Region, Indonesia"
8/7/2018,58:16.7,8.67,S,116.34,E,17,3.1,-,"Sumbawa Region, Indonesia"
8/7/2018,31:24.1,8.53,S,116.34,E,10,3,-,"Sumbawa Region, Indonesia"
8/7/2018,26:56.0,8.22,S,116.23,E,12,3.7,-,"Sumbawa Region, Indonesia"
8/7/2018,48:37.3,8.48,S,116.13,E,10,3,-,"Sumbawa Region, Indonesia"
8/7/2018,10:20.6,8.69,S,116.05,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/7/2018,46:40.4,6.13,S,130.55,E,132,4.3,-,Banda Sea
8/7/2018,30:01.2,8.51,S,115.97,E,10,3.5,-,"Bali Region, Indonesia"
8/7/2018,17:01.1,8.05,S,116.32,E,24,3.5,-,"Sumbawa Region, Indonesia"
8/7/2018,07:55.8,8.44,S,116.16,E,11,3.1,-,"Sumbawa Region, Indonesia"
8/7/2018,04:39.7,8.27,S,116.21,E,15,4.2,-,"Sumbawa Region, Indonesia"
8/7/2018,04:09.5,8.12,S,116.47,E,14,3.6,-,"Sumbawa Region, Indonesia"
8/7/2018,31:22.6,8.07,S,116.37,E,10,3.6,-,"Sumbawa Region, Indonesia"
8/7/2018,24:13.6,7.78,S,119.44,E,258,4.2,-,Flores Sea
8/7/2018,12:01.3,8.56,S,116.03,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/7/2018,02:45.3,8.5,S,116.13,E,11,3.6,-,"Sumbawa Region, Indonesia"
8/7/2018,35:17.3,1.17,S,119.81,E,10,3.5,-,"Sulawesi, Indonesia"
8/7/2018,02:59.9,8.76,S,116.02,E,14,3.3,-,"Sumbawa Region, Indonesia"
8/7/2018,51:18.0,8.08,S,116.25,E,11,4,-,"Sumbawa Region, Indonesia"
8/7/2018,16:59.6,8.31,S,116.46,E,12,3.2,-,"Sumbawa Region, Indonesia"
8/7/2018,09:06.7,8.2,S,116.26,E,12,3.7,-,"Sumbawa Region, Indonesia"
8/7/2018,49:01.7,8.18,S,116.71,E,10,4.4,-,"Sumbawa Region, Indonesia"
8/7/2018,40:01.5,8.39,S,116.14,E,25,3.5,-,"Sumbawa Region, Indonesia"
8/7/2018,56:29.5,8.71,S,116.03,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/7/2018,44:00.2,8.21,S,116.52,E,11,3.1,-,"Sumbawa Region, Indonesia"
8/7/2018,20:57.5,8.26,S,116.07,E,18,3.4,-,"Sumbawa Region, Indonesia"
8/7/2018,57:16.4,8.31,S,116.02,E,14,3.1,-,"Sumbawa Region, Indonesia"
8/7/2018,01:11.2,8.33,S,116.04,E,11,4.7,-,"Sumbawa Region, Indonesia"
8/7/2018,47:15.4,8.25,S,116.18,E,10,3.6,-,"Sumbawa Region, Indonesia"
8/7/2018,41:31.3,8.06,S,116.37,E,10,3.9,-,"Sumbawa Region, Indonesia"
8/7/2018,24:37.7,8.51,S,116.18,E,13,3.2,-,"Sumbawa Region, Indonesia"
8/7/2018,57:29.1,8.32,S,116.11,E,15,3.3,-,"Sumbawa Region, Indonesia"
8/7/2018,50:18.5,8.22,S,116.33,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/7/2018,47:57.4,8.84,S,116.05,E,23,3,-,"Sumbawa Region, Indonesia"
8/7/2018,45:54.2,9.2,S,116.11,E,17,3.2,-,"Sumbawa Region, Indonesia"
8/7/2018,40:06.9,8.58,S,116.08,E,13,3,-,"Sumbawa Region, Indonesia"
8/7/2018,29:58.0,8.76,S,116.09,E,19,3.3,-,"Sumbawa Region, Indonesia"
8/7/2018,23:49.5,8.52,S,116.1,E,12,3.2,-,"Sumbawa Region, Indonesia"
8/7/2018,47:05.1,8.67,S,116.19,E,22,3.4,-,"Sumbawa Region, Indonesia"
8/7/2018,41:50.4,8.35,S,116.17,E,10,3.2,-,"Sumbawa Region, Indonesia"
8/7/2018,34:56.2,8.96,S,116.04,E,25,3,-,"Sumbawa Region, Indonesia"
8/7/2018,21:59.5,3.48,S,126.02,E,11,3.8,-,"Buru, Indonesia"
8/7/2018,18:07.4,8.25,S,116.25,E,10,3.7,-,"Sumbawa Region, Indonesia"
8/7/2018,01:10.0,8.16,S,116.31,E,10,4.5,-,"Sumbawa Region, Indonesia"
8/7/2018,45:04.0,8.16,S,116.24,E,10,3.7,-,"Sumbawa Region, Indonesia"
8/7/2018,26:38.6,7.9,S,116.3,E,10,3.6,-,Bali Sea
8/7/2018,15:32.4,8.05,S,116.33,E,10,3.2,-,"Sumbawa Region, Indonesia"
8/7/2018,33:38.0,8.09,S,116.6,E,10,3.8,-,"Sumbawa Region, Indonesia"
8/7/2018,13:26.5,8.29,S,116.18,E,10,3.9,-,"Sumbawa Region, Indonesia"
8/7/2018,03:50.2,8.13,S,116.19,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/6/2018,16:03.4,8.21,S,116.38,E,10,4.1,-,"Sumbawa Region, Indonesia"
8/6/2018,43:18.1,7.94,S,116.41,E,10,3.5,-,Bali Sea
8/6/2018,35:33.5,7.96,S,116.46,E,10,3.4,-,Bali Sea
8/6/2018,25:47.0,2.4,N,122.11,E,10,3.4,-,Celebes Sea
8/6/2018,01:56.6,8.17,S,116.38,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,28:30.5,8.1,S,116.4,E,12,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,24:45.9,8.29,S,116.64,E,10,3.9,-,"Sumbawa Region, Indonesia"
8/6/2018,13:56.3,7.95,S,123.13,E,10,3.1,-,Banda Sea
8/6/2018,00:17.4,8.11,S,116.33,E,20,3.8,-,"Sumbawa Region, Indonesia"
8/6/2018,54:07.0,2.91,S,120.47,E,10,3.3,-,"Sulawesi, Indonesia"
8/6/2018,28:25.1,8.37,S,116.21,E,10,4.2,-,"Sumbawa Region, Indonesia"
8/6/2018,13:00.8,8.24,S,116.3,E,10,3.6,-,"Sumbawa Region, Indonesia"
8/6/2018,04:38.2,8.32,S,116.1,E,11,3.7,-,"Sumbawa Region, Indonesia"
8/6/2018,56:41.1,8.29,S,116.27,E,11,3.4,-,"Sumbawa Region, Indonesia"
8/6/2018,52:26.9,9.03,S,116.01,E,22,3.4,-,"Sumbawa Region, Indonesia"
8/6/2018,51:13.8,8.59,S,116.18,E,11,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,49:39.6,8.21,S,116.26,E,15,3.2,-,"Sumbawa Region, Indonesia"
8/6/2018,27:30.8,8.2,S,116.33,E,10,4.1,-,"Sumbawa Region, Indonesia"
8/6/2018,22:38.9,8.19,S,116.32,E,10,3.9,-,"Sumbawa Region, Indonesia"
8/6/2018,20:53.6,8.11,S,116.27,E,10,3.5,-,"Sumbawa Region, Indonesia"
8/6/2018,18:25.3,8.23,S,116.07,E,10,3.2,-,"Sumbawa Region, Indonesia"
8/6/2018,07:36.9,8.27,S,116.28,E,13,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,03:01.5,8.23,S,116.3,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,59:48.2,8.22,S,116.31,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,55:19.5,2.29,N,127.97,E,10,4,-,Northern Molucca Sea
8/6/2018,49:16.3,8.34,S,116.21,E,16,3.2,-,"Sumbawa Region, Indonesia"
8/6/2018,43:06.5,8.12,S,116.33,E,10,3.9,-,"Sumbawa Region, Indonesia"
8/6/2018,40:15.3,8.06,S,116.38,E,10,3.5,-,"Sumbawa Region, Indonesia"
8/6/2018,36:57.0,8.19,S,116.33,E,10,4.2,-,"Sumbawa Region, Indonesia"
8/6/2018,32:59.8,8.15,S,116.34,E,10,4.3,-,"Sumbawa Region, Indonesia"
8/6/2018,21:19.4,8.32,S,116.4,E,10,5.2,Yes,"Sumbawa Region, Indonesia"
8/6/2018,19:47.4,8.46,S,116.3,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,51:50.8,8.23,S,116.36,E,27,3.5,-,"Sumbawa Region, Indonesia"
8/6/2018,49:28.2,8.28,S,116.25,E,12,4.2,-,"Sumbawa Region, Indonesia"
8/6/2018,40:11.5,8.33,S,116.13,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,37:31.5,8.3,S,116.24,E,17,3.5,-,"Sumbawa Region, Indonesia"
8/6/2018,00:22.5,8.07,S,116.41,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/6/2018,53:22.7,8.06,S,116.29,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,41:12.8,8.13,S,116.34,E,20,3.2,-,"Sumbawa Region, Indonesia"
8/6/2018,10:24.7,8.22,S,116.35,E,10,3.2,-,"Sumbawa Region, Indonesia"
8/6/2018,05:07.5,8.21,S,116.15,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,57:11.2,8.37,S,116.44,E,10,3.6,-,"Sumbawa Region, Indonesia"
8/6/2018,50:55.5,8.43,S,116.03,E,21,5,Yes,"Sumbawa Region, Indonesia"
8/6/2018,22:10.9,8.23,S,116.43,E,12,4.1,-,"Sumbawa Region, Indonesia"
8/6/2018,52:07.0,8.24,S,116.2,E,10,3.9,-,"Sumbawa Region, Indonesia"
8/6/2018,24:28.8,8.37,S,116.12,E,11,3.5,-,"Sumbawa Region, Indonesia"
8/6/2018,18:14.0,8.26,S,116.15,E,12,4,-,"Sumbawa Region, Indonesia"
8/6/2018,43:43.8,9.06,S,116.06,E,25,3,-,"Sumbawa Region, Indonesia"
8/6/2018,25:13.5,8.91,S,115.97,E,75,3,-,"Bali Region, Indonesia"
8/6/2018,16:27.1,8.41,S,116.65,E,16,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,10:40.3,8.31,S,116.16,E,16,3.4,-,"Sumbawa Region, Indonesia"
8/6/2018,59:02.1,8.23,S,116.22,E,14,3.4,-,"Sumbawa Region, Indonesia"
8/6/2018,44:30.4,8.78,S,116.01,E,11,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,45:53.1,0.28,S,122.88,E,88,3.5,-,"Minahassa Peninsula, Sulawesi"
8/6/2018,37:43.7,8.73,S,116.31,E,14,3,-,"Sumbawa Region, Indonesia"
8/6/2018,30:04.8,8.62,S,116.01,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,14:07.0,8.02,S,116.15,E,41,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,38:24.4,8.15,S,116.03,E,14,4,-,"Sumbawa Region, Indonesia"
8/6/2018,33:05.9,8.57,S,116.08,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/6/2018,21:10.6,8.2,S,116.26,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/6/2018,14:53.5,8.12,S,116.1,E,10,3.7,-,"Sumbawa Region, Indonesia"
8/6/2018,00:47.9,8.8,S,110.84,E,22,3.5,-,"Java, Indonesia"
8/6/2018,49:32.3,5.38,S,102.73,E,10,3.5,-,"Southern Sumatra, Indonesia"
8/6/2018,22:06.8,8.27,S,116.18,E,15,3.5,-,"Sumbawa Region, Indonesia"
8/6/2018,11:04.2,8.21,S,116.22,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,54:59.5,8.32,S,116.13,E,15,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,45:58.1,8.78,S,116.07,E,11,3.2,-,"Sumbawa Region, Indonesia"
8/6/2018,23:07.1,4.38,S,134.88,E,57,4.7,-,"Irian Jaya Region, Indonesia"
8/6/2018,18:18.5,8.82,S,116.04,E,10,3,-,"Sumbawa Region, Indonesia"
8/6/2018,59:26.1,8.73,S,116.05,E,10,3.2,-,"Sumbawa Region, Indonesia"
8/6/2018,32:06.9,3.63,S,128.32,E,113,3.2,-,"Seram, Indonesia"
8/6/2018,24:13.5,8.21,S,116.46,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,22:59.2,8.72,S,116.3,E,23,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,01:32.5,10.19,S,124.14,E,10,3.2,-,Timor Region
8/6/2018,39:59.1,8.57,S,115.88,E,10,3,-,"Bali Region, Indonesia"
8/6/2018,39:47.8,0.14,S,123.47,E,128,3.6,-,"Minahassa Peninsula, Sulawesi"
8/6/2018,00:57.7,8.95,S,115.99,E,21,3.1,-,"Bali Region, Indonesia"
8/6/2018,55:28.5,8.17,S,116.26,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,48:24.6,3.22,N,126.43,E,23,4.7,-,"Talaud Islands, Indonesia"
8/6/2018,44:21.7,1.61,N,127.26,E,117,4.4,-,"Halmahera, Indonesia"
8/6/2018,43:43.7,8.97,S,116.27,E,21,3,-,"Sumbawa Region, Indonesia"
8/6/2018,38:33.3,8.35,S,116.39,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,20:56.3,8.63,S,116.14,E,20,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,09:15.6,8.54,S,116.09,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,53:12.3,8.02,S,116.35,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/6/2018,43:30.9,8.37,S,116.19,E,10,3.5,-,"Sumbawa Region, Indonesia"
8/6/2018,40:54.1,8.07,S,116.08,E,16,3.6,-,"Sumbawa Region, Indonesia"
8/6/2018,31:53.9,8.73,S,116.11,E,16,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,25:26.4,8.6,S,116.11,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,21:07.7,8.21,S,116.5,E,10,3.7,-,"Sumbawa Region, Indonesia"
8/6/2018,06:52.1,8.19,S,116.13,E,11,3.5,-,"Sumbawa Region, Indonesia"
8/6/2018,03:05.2,8.33,S,116.01,E,14,3.5,-,"Sumbawa Region, Indonesia"
8/6/2018,48:45.5,8.25,S,116.7,E,10,3.9,-,"Sumbawa Region, Indonesia"
8/6/2018,44:32.1,8.01,S,116.34,E,10,3,-,"Sumbawa Region, Indonesia"
8/6/2018,38:42.7,8.19,S,116.19,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,33:47.4,8.08,S,116.24,E,10,4,-,"Sumbawa Region, Indonesia"
8/6/2018,28:39.2,8,S,116.17,E,61,3.7,-,"Sumbawa Region, Indonesia"
8/6/2018,15:22.8,8.22,S,116.01,E,18,3.8,-,"Sumbawa Region, Indonesia"
8/6/2018,45:47.0,8.24,S,116.2,E,12,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,41:21.4,2.31,S,102.5,E,200,4,-,"Southern Sumatra, Indonesia"
8/6/2018,37:42.7,8.16,S,116.32,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/6/2018,34:31.7,8.23,S,116.3,E,15,3.9,-,"Sumbawa Region, Indonesia"
8/6/2018,26:19.3,8.39,S,116.17,E,10,3,-,"Sumbawa Region, Indonesia"
8/6/2018,21:29.2,8.04,S,116.27,E,10,3.7,-,"Sumbawa Region, Indonesia"
8/6/2018,03:32.4,8.3,S,116.21,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/6/2018,53:45.5,8.22,S,116.3,E,10,4.5,-,"Sumbawa Region, Indonesia"
8/6/2018,17:32.5,8.17,S,116.06,E,19,3.1,-,"Sumbawa Region, Indonesia"
8/6/2018,13:11.0,1.41,S,119.51,E,10,3.7,-,"Sulawesi, Indonesia"
8/6/2018,55:12.5,8.47,S,116.41,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/6/2018,52:54.7,8.19,S,116.27,E,12,3.7,-,"Sumbawa Region, Indonesia"
8/6/2018,34:59.4,8.29,S,116.25,E,12,4.1,-,"Sumbawa Region, Indonesia"
8/6/2018,28:20.0,8.36,S,116.27,E,20,5.2,Yes,"Sumbawa Region, Indonesia"
8/6/2018,15:47.3,1.69,N,120.99,E,57,3.4,-,"Minahassa Peninsula, Sulawesi"
8/6/2018,00:48.8,8.04,S,116.28,E,11,3.8,-,"Sumbawa Region, Indonesia"
8/5/2018,46:31.6,8.54,S,116.66,E,10,4.3,-,"Sumbawa Region, Indonesia"
8/5/2018,34:12.3,8.69,S,116.1,E,10,3.3,-,"Sumbawa Region, Indonesia"
8/5/2018,23:27.1,8.4,S,116.21,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/5/2018,44:03.1,8.29,S,116.02,E,19,4,-,"Sumbawa Region, Indonesia"
8/5/2018,28:09.7,8.24,S,116.06,E,11,4.1,-,"Sumbawa Region, Indonesia"
8/5/2018,24:45.0,7.99,S,116.02,E,46,3.9,-,Bali Sea
8/5/2018,55:52.5,8.22,S,115.28,E,22,3,-,"Bali Region, Indonesia"
8/5/2018,54:17.5,7.81,S,116.56,E,10,4,-,Bali Sea
8/5/2018,42:06.3,7.76,S,116.51,E,48,4,-,Bali Sea
8/5/2018,17:40.3,8.19,S,116.22,E,11,4.1,-,"Sumbawa Region, Indonesia"
8/5/2018,10:12.2,8.51,S,116.01,E,10,3.2,-,"Sumbawa Region, Indonesia"
8/5/2018,58:24.8,7.07,S,129.79,E,153,4.4,-,Banda Sea
8/5/2018,49:06.1,8.19,S,116.22,E,22,3.9,-,"Sumbawa Region, Indonesia"
8/5/2018,41:26.9,8.24,S,116.26,E,10,5,-,"Sumbawa Region, Indonesia"
8/5/2018,37:10.3,8.14,S,116.22,E,10,4.1,-,"Sumbawa Region, Indonesia"
8/5/2018,35:13.7,8.28,S,116.22,E,10,4.3,-,"Sumbawa Region, Indonesia"
8/5/2018,32:55.9,8.28,S,116.19,E,15,3.5,-,"Sumbawa Region, Indonesia"
8/5/2018,27:09.6,8.25,S,116.2,E,15,3.4,-,"Sumbawa Region, Indonesia"
8/5/2018,24:24.6,8.16,S,116.37,E,17,3.2,-,"Sumbawa Region, Indonesia"
8/5/2018,18:37.1,8.19,S,116.21,E,13,3.4,-,"Sumbawa Region, Indonesia"
8/5/2018,05:42.7,8.13,S,116.42,E,10,3.2,-,"Sumbawa Region, Indonesia"
8/5/2018,01:22.9,8.34,S,116.44,E,10,3.2,-,"Sumbawa Region, Indonesia"
8/5/2018,54:48.9,8.28,S,116.1,E,10,3.2,-,"Sumbawa Region, Indonesia"
8/5/2018,44:56.0,8.23,S,116.25,E,10,4.1,-,"Sumbawa Region, Indonesia"
8/5/2018,43:50.7,8.09,S,116.27,E,10,3.8,-,"Sumbawa Region, Indonesia"
8/5/2018,40:01.1,8.57,S,116.14,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/5/2018,32:45.1,0.7,N,123.87,E,252,3.6,-,"Minahassa Peninsula, Sulawesi"
8/5/2018,20:03.5,8.49,S,116.17,E,17,3.7,-,"Sumbawa Region, Indonesia"
8/5/2018,57:12.0,8.13,S,116.2,E,10,3.9,-,"Sumbawa Region, Indonesia"
8/5/2018,55:23.6,8.26,S,116.18,E,10,3.4,-,"Sumbawa Region, Indonesia"
8/5/2018,46:34.8,8.12,S,116.12,E,10,4.3,-,"Sumbawa Region, Indonesia"
8/5/2018,41:13.2,8.14,S,116.25,E,10,4.4,-,"Sumbawa Region, Indonesia"
8/5/2018,36:51.9,8.19,S,116.42,E,10,4.1,-,"Sumbawa Region, Indonesia"
8/5/2018,36:03.7,8.16,S,116.51,E,10,4.1,-,"Sumbawa Region, Indonesia"
8/5/2018,28:33.7,8.16,S,116.08,E,10,3.6,-,"Sumbawa Region, Indonesia"
8/5/2018,21:24.1,8.28,S,116.12,E,19,3.2,-,"Sumbawa Region, Indonesia"
8/5/2018,06:13.7,7.75,S,116.45,E,10,3.7,-,Bali Sea
8/5/2018,59:41.7,8.23,S,116.61,E,10,3.7,-,"Sumbawa Region, Indonesia"
8/5/2018,48:02.2,8.14,S,116.46,E,10,3.6,-,"Sumbawa Region, Indonesia"
8/5/2018,42:35.1,8.26,S,116.05,E,10,4.6,-,"Sumbawa Region, Indonesia"
8/5/2018,39:24.7,8.38,S,116.29,E,10,3.1,-,"Sumbawa Region, Indonesia"
8/5/2018,36:43.2,8.34,S,116.43,E,13,3.1,-,"Sumbawa Region, Indonesia"
